imdb_title_id,date_published,genre,duration,mean_vote
tt7313888,2018-03,Comedy,90,6.5
tt7313888,2018-03,Drama,90,6.5
tt7314118,2018-05,Comedy,95,6.1
tt7314630,2018-10,Sci-Fi,108,5.2
tt7315232,2019-12,Drama,156,7.9
tt7315232,2019-12,Family,156,7.9
tt7315232,2019-12,Thriller,156,7.9
tt7315484,2019-04,Drama,90,5.3
tt7315484,2019-04,Horror,90,5.3
tt7315484,2019-04,Sci-Fi,90,5.3
tt7315526,2018-02,Horror,76,5.5
tt7315526,2018-02,Thriller,76,5.5
tt7315570,2019-08,Comedy,90,5.3
tt7315570,2019-08,Romance,90,5.3
tt7316358,2018-12,Drama,86,5.2
tt7316576,2019-03,Comedy,84,4.7
tt7316576,2019-03,Horror,84,4.7
tt7316576,2019-03,Thriller,84,4.7
tt7317310,2018-12,Biography,105,6.6
tt7317310,2018-12,Drama,105,6.6
tt7317324,2019-03,Comedy,90,5.2
tt7317482,2019-09,Action,166,7.5
tt7317482,2019-09,Drama,166,7.5
tt7317482,2019-09,Sport,166,7.5
tt7318102,2018-11,Drama,111,5.9
tt7318102,2018-11,History,111,5.9
tt7318102,2018-11,Romance,111,5.9
tt7318202,2018-03,Comedy,117,7.5
tt7318202,2018-03,Drama,117,7.5
tt7319064,2018-10,Comedy,80,4.2
tt7319064,2018-10,Horror,80,4.2
tt7319064,2018-10,Thriller,80,4.2
tt7319312,2020-02,Drama,105,6.8
tt7319312,2020-02,Thriller,105,6.8
tt7319496,2019-03,Drama,123,6.7
tt7319496,2019-03,Mystery,123,6.7
tt7319822,2019-12,Crime,95,5.6
tt7319822,2019-12,Drama,95,5.6
tt7319822,2019-12,Mystery,95,5.6
tt7320482,2019-07,Horror,100,7.9
tt7321356,2018-12,Comedy,95,6.0
tt7321356,2018-12,Sci-Fi,95,6.0
tt7322864,2018-05,Comedy,87,5.0
tt7322864,2018-05,Family,87,5.0
tt7322864,2018-05,Musical,87,5.0
tt7323600,2018-05,Drama,102,6.0
tt7323600,2018-05,Horror,102,6.0
tt7325902,2018-04,Comedy,87,5.3
tt7326320,2019-01,Drama,111,6.3
tt7328154,2018-10,Crime,93,5.7
tt7328154,2018-10,Drama,93,5.7
tt7328956,2019-04,Animation,62,6.4
tt7328956,2019-04,Fantasy,62,6.4
tt7329602,2018-07,Comedy,143,7.0
tt7329656,2020-07,Adventure,90,5.1
tt7329656,2020-07,Drama,90,5.1
tt7329656,2020-07,Horror,90,5.1
tt7329858,2018-03,Fantasy,136,7.0
tt7329858,2018-03,Horror,136,7.0
tt7329858,2018-03,Mystery,136,7.0
tt7330392,2019-01,Thriller,97,5.1
tt7331414,2018-08,Comedy,109,4.5
tt7333070,2018-03,Comedy,95,5.2
tt7333070,2018-03,Drama,95,5.2
tt7334158,2020-03,Drama,121,6.0
tt7334342,2019-04,Drama,104,6.5
tt7334528,2018-06,Comedy,103,6.0
tt7334528,2018-06,Sport,103,6.0
tt7335104,2020-02,Drama,88,5.3
tt7335186,2018-11,Action,151,6.5
tt7335600,2020-01,Action,96,5.8
tt7335600,2020-01,Comedy,96,5.8
tt7335710,2019-12,Family,90,7.8
tt7335796,2020-04,Horror,86,4.5
tt7336012,2019-05,Drama,78,6.0
tt7336182,2020-06,Thriller,86,5.1
tt7336410,2020-01,Drama,101,6.8
tt7336446,2018-03,Action,118,8.2
tt7336446,2018-03,History,118,8.2
tt7336446,2018-03,Thriller,118,8.2
tt7336470,2020-03,Animation,80,7.2
tt7336470,2020-03,Biography,80,7.2
tt7336470,2020-03,Drama,80,7.2
tt7336572,2018-08,Action,101,6.7
tt7336572,2018-08,Comedy,101,6.7
tt7336572,2018-08,Drama,101,6.7
tt7336684,2019-09,Action,121,5.7
tt7336684,2019-09,Drama,121,5.7
tt7338690,2018-12,Action,102,4.9
tt7338690,2018-12,Adventure,102,4.9
tt7338690,2018-12,Fantasy,102,4.9
tt7339248,2019-07,Action,104,6.6
tt7339248,2019-07,Comedy,104,6.6
tt7339248,2019-07,Crime,104,6.6
tt7339792,2018-09,Biography,98,6.3
tt7339792,2018-09,Drama,98,6.3
tt7339792,2018-09,History,98,6.3
tt7339826,2018-02,Animation,115,7.6
tt7339826,2018-02,Adventure,115,7.6
tt7339826,2018-02,Drama,115,7.6
tt7339938,2018-10,Drama,114,5.8
tt7339938,2018-10,Romance,114,5.8
tt7340764,2018-03,Drama,115,5.8
tt7342838,2018-11,Biography,126,7.4
tt7342838,2018-11,Music,126,7.4
tt7342838,2018-11,Romance,126,7.4
tt7343574,2018-07,Comedy,96,6.3
tt7343732,2018-10,Comedy,118,6.5
tt7343732,2018-10,Drama,118,6.5
tt7343740,2020-06,Comedy,86,6.8
tt7343762,2019-09,Adventure,90,6.7
tt7343762,2019-09,Comedy,90,6.7
tt7344246,2019-02,Comedy,92,4.0
tt7344622,2019-06,Comedy,92,5.8
tt7344622,2019-06,Drama,92,5.8
tt7345930,2018-06,Action,131,8.5
tt7345930,2018-06,Crime,131,8.5
tt7345930,2018-06,Thriller,131,8.5
tt7347378,2018-12,Drama,134,7.3
tt7347846,2020-01,Drama,108,6.0
tt7347846,2020-01,Horror,108,6.0
tt7347846,2020-01,Thriller,108,6.0
tt7349662,2018-09,Biography,135,7.5
tt7349662,2018-09,Crime,135,7.5
tt7349662,2018-09,Drama,135,7.5
tt7349896,2019-09,Crime,90,5.3
tt7349896,2019-09,Drama,90,5.3
tt7349896,2019-09,Thriller,90,5.3
tt7349910,2019-07,Horror,119,5.6
tt7349950,2019-09,Drama,169,6.6
tt7349950,2019-09,Fantasy,169,6.6
tt7349950,2019-09,Horror,169,6.6
tt7350614,2018-09,Horror,90,5.5
tt7350614,2018-09,Mystery,90,5.5
tt7350614,2018-09,Thriller,90,5.5
tt7352942,2019-03,Biography,100,6.5
tt7352942,2019-03,Drama,100,6.5
tt7355708,2018-10,Comedy,86,5.7
tt7355708,2018-10,Drama,86,5.7
tt7355708,2018-10,Romance,86,5.7
tt7356132,2018-12,Drama,103,6.6
tt7356166,2018-06,Comedy,94,6.4
tt7356166,2018-06,Drama,94,6.4
tt7356382,2018-10,Crime,122,6.1
tt7356382,2018-10,Drama,122,6.1
tt7358154,2019-11,Drama,77,5.6
tt7358302,2018-11,Crime,105,5.6
tt7358302,2018-11,Mystery,105,5.6
tt7358302,2018-11,Thriller,105,5.6
tt7358598,2018-09,Biography,136,8.5
tt7358598,2018-09,Crime,136,8.5
tt7358598,2018-09,Drama,136,8.5
tt7358686,2018-10,Horror,104,3.7
tt7359786,2019-06,Comedy,90,6.4
tt7359786,2019-06,Romance,90,6.4
tt7362036,2018-07,Comedy,117,8.0
tt7362036,2018-07,Drama,117,8.0
tt7362370,2020-03,Horror,83,4.3
tt7363076,2018-03,Action,122,7.7
tt7363076,2018-03,Crime,122,7.7
tt7363076,2018-03,Drama,122,7.7
tt7363104,2020-08,Action,133,8.4
tt7363104,2020-08,Drama,133,8.4
tt7363104,2020-08,Thriller,133,8.4
tt7364522,2020-01,Comedy,98,6.2
tt7364522,2020-01,Drama,98,6.2
tt7365166,2018-04,Drama,88,6.3
tt7365166,2018-04,Music,88,6.3
tt7365166,2018-04,Romance,88,6.3
tt7365604,2018-09,Comedy,113,6.5
tt7365604,2018-09,Drama,113,6.5
tt7365604,2018-09,Romance,113,6.5
tt7365740,2018-10,Comedy,112,8.4
tt7365740,2018-10,Horror,112,8.4
tt7367960,2019-11,Animation,83,7.5
tt7367960,2019-11,Action,83,7.5
tt7367960,2019-11,Adventure,83,7.5
tt7368186,2019-05,Comedy,71,6.5
tt7368186,2019-05,Romance,71,6.5
tt7368554,2018-03,Comedy,113,6.8
tt7368554,2018-03,Drama,113,6.8
tt7368668,2018-11,Drama,118,6.1
tt7368668,2018-11,History,118,6.1
tt7368668,2018-11,Thriller,118,6.1
tt7369550,2020-02,Action,93,6.6
tt7369550,2020-02,Adventure,93,6.6
tt7369550,2020-02,Comedy,93,6.6
tt7370000,2018-06,Drama,117,6.4
tt7370000,2018-06,History,117,6.4
tt7370000,2018-06,Thriller,117,6.4
tt7370952,2019-08,Sport,94,6.4
tt7372318,2018-01,Comedy,146,5.9
tt7372318,2018-01,Mystery,146,5.9
tt7372728,2018-02,Action,138,4.9
tt7372728,2018-02,Crime,138,4.9
tt7372728,2018-02,Drama,138,4.9
tt7374926,2019-11,Action,107,6.5
tt7374926,2019-11,Drama,107,6.5
tt7374948,2019-05,Comedy,101,7.0
tt7374948,2019-05,Romance,101,7.0
tt7374952,2020-08,Action,108,5.8
tt7374952,2020-08,Crime,108,5.8
tt7374952,2020-08,Drama,108,5.8
tt7374968,2019-03,Drama,80,5.3
tt7375304,2018-05,Horror,95,3.4
tt7375304,2018-05,Thriller,95,3.4
tt7375578,2018-04,Action,97,5.3
tt7375578,2018-04,Adventure,97,5.3
tt7375578,2018-04,Comedy,97,5.3
tt7377132,2020-02,Drama,97,6.4
tt7377132,2020-02,Thriller,97,6.4
tt7379994,2019-04,Comedy,76,4.6
tt7379994,2019-04,Thriller,76,4.6
tt7380420,2019-04,Horror,97,3.9
tt7381444,2018-02,Thriller,90,4.4
tt7382730,2019-06,Drama,151,8.0
tt7382730,2019-06,Mystery,151,8.0
tt7382730,2019-06,Romance,151,8.0
tt7384848,2018-04,Drama,120,6.0
tt7384848,2018-04,Mystery,120,6.0
tt7384848,2018-04,Thriller,120,6.0
tt7385556,2018-07,Drama,84,8.2
tt7385556,2018-07,Family,84,8.2
tt7385556,2018-07,Fantasy,84,8.2
tt7385812,2018-02,Comedy,90,8.0
tt7385812,2018-02,Drama,90,8.0
tt7385832,2018-09,Thriller,70,5.2
tt7385836,2018-07,Horror,90,3.4
tt7387300,2019-02,Comedy,145,6.6
tt7387300,2019-02,Romance,145,6.6
tt7388562,2018-03,Adventure,108,7.1
tt7388562,2018-03,Biography,108,7.1
tt7388562,2018-03,Drama,108,7.1
tt7388606,2018-09,Drama,106,4.9
tt7390044,2018-09,Drama,113,6.3
tt7390556,2019-04,Drama,80,3.7
tt7390588,2019-10,Comedy,93,6.4
tt7390588,2019-10,Horror,93,6.4
tt7390588,2019-10,Sci-Fi,93,6.4
tt7390646,2019-10,Action,108,6.5
tt7390646,2019-10,Crime,108,6.5
tt7390646,2019-10,Drama,108,6.5
tt7391996,2018-09,Drama,152,9.2
tt7392212,2018-03,Action,170,8.8
tt7392212,2018-03,Drama,170,8.8
tt7392244,2018-03,Drama,96,6.3
tt7393746,2018-05,Comedy,110,5.3
tt7394636,2018-09,Drama,106,7.0
tt7394674,2020-04,Horror,98,5.6
tt7394816,2019-11,Action,97,5.0
tt7394816,2019-11,Thriller,97,5.0
tt7397176,2020-03,Drama,106,5.6
tt7397338,2019-03,Comedy,98,6.8
tt7397338,2019-03,Drama,98,6.8
tt7397958,2019-09,Drama,102,7.0
tt7398584,2019-03,Comedy,102,5.7
tt7398584,2019-03,Romance,102,5.7
tt7398642,2018-12,Biography,113,6.1
tt7398642,2018-12,Drama,113,6.1
tt7398642,2018-12,History,113,6.1
tt7398750,2018-10,Horror,84,5.5
tt7399138,2019-11,Comedy,110,3.1
tt7400118,2018-09,Drama,111,5.7
tt7400672,2018-10,Adventure,97,5.2
tt7400672,2018-10,Family,97,5.2
tt7400952,2020-06,Comedy,80,5.5
tt7401588,2019-03,Comedy,118,7.5
tt7401588,2019-03,Drama,118,7.5
tt7402108,2018-04,Drama,145,7.4
tt7402400,2019-02,Drama,104,6.1
tt7402400,2019-02,Romance,104,6.1
tt7403570,2018-10,Animation,75,6.3
tt7403570,2018-10,Adventure,75,6.3
tt7403570,2018-10,Comedy,75,6.3
tt7403574,2018-08,Animation,75,5.6
tt7403574,2018-08,Family,75,5.6
tt7403574,2018-08,Fantasy,75,5.6
tt7403614,2019-10,Animation,84,5.9
tt7403614,2019-10,Adventure,84,5.9
tt7403614,2019-10,Comedy,84,5.9
tt7403772,2019-10,Drama,129,3.4
tt7403772,2019-10,Family,129,3.4
tt7403772,2019-10,War,129,3.4
tt7406186,2018-03,Comedy,87,6.1
tt7406704,2019-06,Drama,97,6.3
tt7407296,2019-02,Comedy,88,5.3
tt7408776,2018-05,Biography,99,6.3
tt7408776,2018-05,Comedy,99,6.3
tt7408776,2018-05,Drama,99,6.3
tt7408796,2018-06,Adventure,95,6.1
tt7408796,2018-06,Family,95,6.1
tt7411112,2020-06,Horror,88,4.5
tt7411742,2018-03,Drama,95,7.2
tt7412738,2018-04,Comedy,133,6.9
tt7412738,2018-04,Drama,133,6.9
tt7412738,2018-04,Horror,133,6.9
tt7413472,2018-12,Comedy,96,5.9
tt7413472,2018-12,Drama,96,5.9
tt7413472,2018-12,Romance,96,5.9
tt7413530,2018-05,Drama,95,5.1
tt7414162,2018-08,Drama,102,7.3
tt7415466,2018-07,Animation,85,6.1
tt7415466,2018-07,Action,85,6.1
tt7415466,2018-07,Adventure,85,6.1
tt7416536,2019-02,Action,118,6.0
tt7416536,2019-02,Adventure,118,6.0
tt7416602,2019-04,Comedy,75,6.0
tt7419278,2018-12,Comedy,100,5.4
tt7419360,2018-03,Drama,106,6.4
tt7419360,2018-03,Horror,106,6.4
tt7419360,2018-03,Mystery,106,6.4
tt7419468,2019-01,Drama,88,6.4
tt7420342,2019-08,Action,112,5.8
tt7420342,2019-08,Crime,112,5.8
tt7420342,2019-08,Drama,112,5.8
tt7420532,2020-07,Thriller,115,6.7
tt7422258,2019-06,Mystery,107,5.2
tt7422258,2019-06,Sci-Fi,107,5.2
tt7422258,2019-06,Thriller,107,5.2
tt7422552,2019-05,Comedy,84,5.9
tt7422552,2019-05,Drama,84,5.9
tt7422790,2018-03,Comedy,97,8.6
tt7422822,2019-10,Comedy,95,6.3
tt7423486,2020-09,Drama,92,5.2
tt7423486,2020-09,War,92,5.2
tt7424056,2019-02,Comedy,97,6.8
tt7424056,2019-02,Drama,97,6.8
tt7424200,2018-09,Animation,84,6.9
tt7424200,2018-09,Action,84,6.9
tt7424200,2018-09,Adventure,84,6.9
tt7424290,2020-08,Adventure,100,5.1
tt7424290,2020-08,Comedy,100,5.1
tt7424290,2020-08,Sci-Fi,100,5.1
tt7424410,2018-03,Comedy,90,4.2
tt7424410,2018-03,Crime,90,4.2
tt7424410,2018-03,Drama,90,4.2
tt7424930,2019-06,Adventure,84,4.5
tt7424930,2019-06,Family,84,4.5
tt7425298,2018-07,Comedy,107,7.5
tt7425298,2018-07,Drama,107,7.5
tt7425298,2018-07,Fantasy,107,7.5
tt7425520,2019-05,Crime,84,6.6
tt7425520,2019-05,Drama,84,6.6
tt7425520,2019-05,Thriller,84,6.6
tt7427356,2019-01,Comedy,98,5.8
tt7428166,2018-09,Comedy,85,4.6
tt7428166,2018-09,Fantasy,85,4.6
tt7428476,2019-05,Drama,93,6.4
tt7428820,2019-07,Comedy,98,5.0
tt7428820,2019-07,Drama,98,5.0
tt7428884,2019-07,Drama,85,6.2
tt7429708,2018-05,Comedy,104,6.2
tt7429708,2018-05,Crime,104,6.2
tt7429708,2018-05,Drama,104,6.2
tt7430654,2018-04,Thriller,89,5.5
tt7430722,2019-10,Action,154,6.8
tt7430722,2019-10,Thriller,154,6.8
tt7431040,2019-11,Drama,96,6.1
tt7431594,2018-06,Action,160,2.6
tt7431594,2018-06,Thriller,160,2.6
tt7434040,2018-10,Drama,82,5.9
tt7434040,2018-10,Romance,82,5.9
tt7434324,2019-09,Drama,86,6.4
tt7434324,2019-09,Thriller,86,6.4
tt7434928,2018-10,Drama,91,6.2
tt7435096,2020-05,Drama,85,4.5
tt7435096,2020-05,Thriller,85,4.5
tt7438370,2019-01,Comedy,89,8.9
tt7438370,2019-01,Drama,89,8.9
tt7439064,2019-10,Action,104,6.5
tt7439064,2019-10,Drama,104,6.5
tt7439064,2019-10,History,104,6.5
